sort20220911	CollectionCode2018	CollectionCode2019	VeryOldCC	CollectionCodeOld	CollectionCode	etOHstorageLoc	TransferNotes	BiogeographicRegion	Country	Adm1	Adm2	Region	Locale	LocalityCode	LocalityCode2	LocalityNotes	DateCollectedStart	DateCollectedEnd	Time	Method	Lat	Lon	LatLonMaxError	Datum	Elevation	ElevationMaxError	Habitat	Microhabitat	Medium	CollectedBy	CollectionNotes	LocatedAt	OwnedBy	TaxonNotes
1180	dflies added later	RPO#1202		dflies added later	RPO#1231			North America	Mexico	Sonora	Nácori Chico	Sierra Madre Occidental	11.7 kilometers northeast of Nácori Chico				8/9/2018			net	29.7618	-108.8856	10	WGS 84	1333		Madrean evergreen woodland		envelope	RP Overson				
1192	dflies added later	RPO#1214		dflies added later	RPO#1232			North America	Mexico	Sonora	Granados	Bavispe River Valley	Granados				8/10/2018			net	29.8580	-109.3119	10	WGS 84	544		Sinaloan thornscrub	suburban	envelope	RP Overson				
					RPO#1233		code no longer needed (generated as safety backup)																											
					RPO#1234		code no longer needed (generated as safety backup)																											
					RPO#1235		code no longer needed (generated as safety backup)																											
1181	SON112	RPO#1203		SON112	RPO#1236			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/10/2018				31.3357	-109.3033	20	WGS 84	1161		Chuihuahuan Desert Scrub	nest on ground	80% EtOH	RP Overson				
1182	SON113	RPO#1204		SON113	RPO#1237			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/10/2018				31.3357	-109.3033	20	WGS 84	1161		Chuihuahuan Desert Scrub	nest under rock	80% EtOH	RP Overson				
1183	SON114	RPO#1205		SON114	RPO#1238			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/10/2018				31.3456	-109.2828	10	WGS 84	1173		Chuihuahuan Desert Scrub		80% EtOH	RP Overson				
1184	SON115	RPO#1206		SON115	RPO#1239			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/10/2018				31.3405	-109.2705	30	WGS 84	1147		Chuihuahuan Desert Scrub	on ground	pinned	RP Overson				
1185	SON116	RPO#1207		SON116	RPO#1240			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/10/2018				31.3405	-109.2705	30	WGS 84	1147		Chuihuahuan Desert Scrub	on ground	pinned	RP Overson				
1186	SON117	RPO#1208		SON117	RPO#1241			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/10/2018				31.3405	-109.2705	30	WGS 84	1147		Chuihuahuan Desert Scrub		pinned	RP Overson				
1187	SON118	RPO#1209		SON118	RPO#1242			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/10/2018				31.3405	-109.2705	30	WGS 84	1147		Chuihuahuan Desert Scrub	on ground	pinned	RP Overson	on ground at dusk			
1188	SON119	RPO#1210		SON119	RPO#1243			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/10/2018				31.3405	-109.2705	30	WGS 84	1147		Chuihuahuan Desert Scrub	nest on ground	80% EtOH	RP Overson				
1189	SON120	RPO#1211		SON120	RPO#1244			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/10/2018				31.3405	-109.2705	30	WGS 84	1147		Chuihuahuan Desert Scrub	under rock	80% EtOH	RP Overson	single individual possibly queen			
1190	SON121	RPO#1212		SON121	RPO#1245			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/10/2018				31.3405	-109.2705	30	WGS 84	1147		Chuihuahuan Desert Scrub	nest on ground	80% EtOH	RP Overson				
1191	SON122	RPO#1213		SON122	RPO#1246			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/10/2018				31.3405	-109.2705	30	WGS 84	1147		Chuihuahuan Desert Scrub	nest on ground	80% EtOH	RP Overson				
1193	dflies added later	RPO#1215		dflies added later	RPO#1247			North America	Mexico		Cochise	San Simon Valley	San Bernardino National Wildlife Refuge				8/11/2018			net	31.3406	-109.2649	40	WGS 84	1138		Chihuahuan desert scrub	riparian	envelope	RP Overson				
1194	dflies added later	RPO#1216		dflies added later	RPO#1248			North America	Mexico		Cochise	San Simon Valley	San Bernardino National Wildlife Refuge				8/11/2018			net	31.3408	-109.2690	10	WGS 84	1145		Chihuahuan desert scrub		envelope	RP Overson				
1195	SON123	RPO#1217		SON123	RPO#1249			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/11/2018				31.3402	-109.2645	50	WGS 84	1380		Chuihuahuan Desert Scrub	nest on ground	80% EtOH	RP Overson				
1196	SON124	RPO#1218		SON124	RPO#1250			North America	USA	AZ	Cochise		San Bernardino National Wildlife Refuge				8/11/2018				31.3402	-109.2645	50	WGS 84	1380		Chuihuahuan Desert Scrub	nest on ground	80% EtOH	RP Overson				
					RPO#1251		code no longer needed (generated as safety backup)																											
1197	SON125	RPO#1219		SON125	RPO#1252			North America	USA	AZ	Cochise	San Simon Valley	Willow Tank				8/11/2018				31.8140	-109.0594	40	WGS 84	1266		Semidesert grassland	on ground	pinned	RP Overson	very abundant at drying cattle tank			
1198	SON126	RPO#1220		SON126	RPO#1253			North America	USA	AZ	Cochise	San Simon Valley	Willow Tank				8/11/2018				31.8140	-109.0594	40	WGS 84	1266		Semidesert grassland	ex white flowers		RP Overson				
1199	SON127	RPO#1221		SON127	RPO#1254			North America	USA	AZ	Cochise	San Simon Valley	Willow Tank				8/11/2018				31.8140	-109.0594	40	WGS 84	1266		Semidesert grassland	nest on ground	80% EtOH	RP Overson				
1207	dflies added later	RPO#1229		dflies added later	RPO#1255			North America	USA	AZ	Cochise	San Simon Valley	Willow Tank				8/11/2018			net	31.8148	-109.0595	30	WGS 84	1266		Semidesert grassland	artificial pond	envelope	RP Overson				
					RPO#1256		code no longer needed (generated as safety backup)																											
1200	SON128	RPO#1222		SON128	RPO#1257			North America	USA	AZ	Cochise	San Simon Valley	East White Tail Creek				8/11/2018				32.03	-109.19	200	WGS 84	1366		Chuihuahuan Desert Scrub	in tree at night		RP Overson	on tree by wash at dusk			
1201	SON129	RPO#1223		SON129	RPO#1258			North America	USA	AZ	Cochise	San Simon Valley	East White Tail Creek				8/11/2018				32.03	-109.19	200	WGS 84	1366		Chuihuahuan Desert Scrub			RP Overson	hovering over small trees in wash at dusk			
1202	SON130	RPO#1224		SON130	RPO#1259			North America	USA	AZ	Cochise	San Simon Valley	East White Tail Creek				8/11/2018				32.03	-109.19	200	WGS 84	1366		Chuihuahuan Desert Scrub	in tree at night		RP Overson	on tree by wash at dusk			
1203	SON131	RPO#1225		SON131	RPO#1260			North America	USA	AZ	Cochise	San Simon Valley	East White Tail Creek				8/11/2018				32.03	-109.19	200	WGS 84	1366		Chuihuahuan Desert Scrub			RP Overson				
1204	SON132	RPO#1226		SON132	RPO#1261			North America	USA	AZ	Cochise	San Simon Valley	East White Tail Creek				8/11/2018				32.03	-109.19	200	WGS 84	1366		Chuihuahuan Desert Scrub			RP Overson	hovering around catclaw in late evening			
1205	SON133	RPO#1227		SON133	RPO#1262			North America	USA	AZ	Cochise	San Simon Valley	S Nolan Road				8/11/2018				32.0264	-109.1856	20	WGS 84	1378		Chuihuahuan Desert Scrub	ex light	pinned	RP Overson	came to headlamp at night			
1206	SON134	RPO#1228		SON134	RPO#1263			North America	USA	AZ	Cochise	San Simon Valley	S Nolan Road				8/11/2018				32.0264	-109.1856	20	WGS 84	1378		Chuihuahuan Desert Scrub	ex road		RP Overson	rolling cowdung ball across road			
1208	dflies added later	RPO#1230		dflies added later	RPO#1264			North America	USA	AZ	Cochise	Chiricahua Mountains	West Turkey Creek				8/11/2018			net	31.9129	-109.2403	20	WGS 84	1856		Madrean evergreen woodland	riparian	envelope	RP Overson				
1209	dflies added later	RPO#1231		dflies added later	RPO#1265			North America	USA	AZ	Cochise		East Whitetail Creek				8/11/2018			net	32.0299	-109.1900	10	WGS 84	1366		Chihuahuan desert scrub	dry arroyo	envelope	RP Overson	perched at night in tree			
1210	SON135	RPO#1232		SON135	RPO#1266			North America	USA	AZ	Cochise	Muleshoe Ranch CMA	Double R Canyon				8/12/2018				32.35276	-110.23795	5	WGS 84	1249		Semidesert grassland	ex drift wood		RP Overson	Pseudomyrmex, Cremstogaster, Hymenopteran parasitoid. On driftwood tangle and cottonwood tree in creek			
1211	SON136	RPO#1233		SON136	RPO#1267			North America	USA	AZ	Cochise	Muleshoe Ranch CMA	Double R Canyon				8/12/2018				32.3582	-110.238	5	WGS 84	1261		Semidesert grassland	ex dry creek		RP Overson				
1212	dflies added later	RPO#1234		dflies added later	RPO#1268			North America	USA	AZ	Cochise	Muleshoe Ranch	Bass Canyon				8/12/2018			net	32.352	-110.239	100	WGS 84	1236		Semidesert grassland	riparian	envelope	RP Overson				
1213	2018-10000	RPO#1235		2018-10000	RPO#1269			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		8/25/2018			hand	33.4124	-111.9531	15	WGS 84	353		Suburban	ex Carnegiea gigantea	pinned	RP Overson				
1214	2018-10001	RPO#1236		2018-10001	RPO#1270			North America	USA	AZ	Santa Cruz	Ruby	Town Lake				9/1/2018			hand	31.459	-111.2344	30	WGS 84	1270			ex ground	pinned	RP Overson				
1215	2018-10002	RPO#1237		2018-10002	RPO#1271			North America	USA	AZ	Santa Cruz	Ruby	Eagle Dam				9/1/2018			hand	31.4615	-111.2241	20	WGS 84	1314			on ground		RP Overson	Foraging on ground in shade at midday.			
					RPO#1272		code no longer needed (generated as safety backup)																											
					RPO#1273		code no longer needed (generated as safety backup)																											
					RPO#1274		code no longer needed (generated as safety backup)																											
					RPO#1275		code no longer needed (generated as safety backup)																											
					RPO#1276		code no longer needed (generated as safety backup)																											
1216	2018-10003	RPO#1238		2018-10003	RPO#1277			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		9/4/2018			hand	33.4125	-111.9532	15	WGS 84	353		Suburban		pinned	RP Overson				
1217	2018-10004	RPO#1239		2018-10004	RPO#1278			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		9/7/2018			hand	33.4126	-111.9532	15	WGS 84	353		Suburban		pinned	RP Overson				
1218	2018-10005	RPO#1240		2018-10005	RPO#1279			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		9/9/2018			hand	33.4126	-111.9532	15	WGS 84	353		Suburban		pinned	RP Overson				
1219	2018-10006	RPO#1241		2018-10006	RPO#1280			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		9/11/2018			hand	33.4126	-111.9532	15	WGS 84	353		Suburban		pinned	RP Overson				
1220	2018-10007	RPO#1242		2018-10007	RPO#1281			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		9/14/2018			hand	33.4124	-111.9531	15	WGS 84	353		Suburban			RP Overson	moth and Curculionidae			
1221	2018-10008	RPO#1243		2018-10008	RPO#1282			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		9/19/2018				33.4126	-111.9532	15	WGS 84	353		Suburban	ex Ocimum basilicum	pinned	RP Overson	Halictid and Lycaenid			
1222	2018-10009	RPO#1244		2018-10009	RPO#1283			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		9/19/2018				33.4126	-111.9532	15	WGS 84	353		Suburban	ex Citrullus lanatus	pinned	RP Overson	Coreidae			
1223	2018-10010	RPO#1245		2018-10010	RPO#1284			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		9/19/2018				33.4126	-111.9532	15	WGS 84	353		Suburban	ex Solanum melongena	80% EtOH	RP Overson	Salticidae			
1224	2018-10011	RPO#1246		2018-10011	RPO#1285			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		9/19/2018				33.4126	-111.9532	15	WGS 84	353		Suburban	ex Amaranthus cruentus	pinned	RP Overson	Psillidae			
					RPO#1286		code no longer needed (generated as safety backup)																											
					RPO#1287		code no longer needed (generated as safety backup)																											
					RPO#1288		code no longer needed (generated as safety backup)																											
					RPO#1289		code no longer needed (generated as safety backup)																											
					RPO#1290		code no longer needed (generated as safety backup)																											
1226	2018-10013	RPO#1248		2018-10013	RPO#1291			Africa	Senegal			Kaffrine	Protection des Végétaux field station				9/20/2018				13.8232	-15.4053	40	WGS 84	47			ex indoors	pinned	Marion Le Gall	Collected indoors at field station of Protection des Végétaux			
					RPO#1292		code no longer needed (generated as safety backup)																											
1227	2018-10012	RPO#1249		2018-10012	RPO#1293			North America	USA	AZ	Maricopa	Tempe	Arizona State University				10/15/2018				33.419	-111.931	200	WGS 84	357		Urban	ex indoors	pinned	RP Overson	found in laboratory with exotic insects on floor (unclear if native)			
1228	2018-10014	RPO#1250		2018-10014	RPO#1294			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		10/25/2018				33.4124	-111.9531	15	WGS 84	353		Suburban	ex Vachellia farnesiana	pinned	RP Overson	Sleeping by biting branch at dusk			
1229	2018-10015	RPO#1251		2018-10015	RPO#1295			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		10/25/2018				33.4124	-111.9531	15	WGS 84	353		Suburban	ex Sphaeralcea ambigua	pinned	RP Overson	More than six individuals visiting flowers of Sphaeralcea ambigua at night			
1230	2018-10016	RPO#1252		2018-10016	RPO#1296			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		10/25/2018				33.4124	-111.9531	15	WGS 84	353		Suburban	ex Sphaeralcea ambigua	pinned	RP Overson	Diadasia male sleeping in flowers of Sphaeralcea ambigua at dusk (5-6 individuals in a single plant)			
1231	2018-10017	RPO#1253		2018-10017	RPO#1297			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		10/25/2018				33.4124	-111.9531	15	WGS 84	353		Suburban	ex Baileya mutliradiata	pinned	RP Overson	Diadasia male sleeping in flowers of Baileya multiradiata at dusk			
1232	2018-10018	RPO#1254		2018-10018	RPO#1298			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		10/25/2018				33.4124	-111.9531	15	WGS 84	353		Suburban	ex Prosopis velutina	pinned	RP Overson	collected as dusk			
1233	2018-10019	RPO#1255		2018-10019	RPO#1299			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		10/27/2018				33.4126	-111.9532	15	WGS 84	353		Suburban	ex Isocoma acradenia	pinned	RP Overson	Cerambicids in copula and Xeromelecta californica male			
1234	2018-10022	RPO#1256		2018-10022	RPO#1300			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		11/8/2018				33.4124	-111.9531	15	WGS 84	353		Suburban	ex Mentzelia multiflora		RP Overson	many individuals visiting Mentzelia multiflora			
1235	2018-10023	RPO#1257		2018-10023	RPO#1301			North America	USA	AZ	Maricopa	Tempe	918 W 16th Street		tempe backyard		11/24/2018				33.4125	-111.9532	15	WGS 84	353		Suburban		pinned	RP Overson	found in house on wall at night			
					RPO#1302		code no longer needed (generated as safety backup)																											
					RPO#1303		code no longer needed (generated as safety backup)																											
					RPO#1304		code no longer needed (generated as safety backup)																											
					RPO#1305		code no longer needed (generated as safety backup)																											
					RPO#1306		code no longer needed (generated as safety backup)																											
1236	ARG01	RPO#1258		ARG01	RPO#1307			South America	Argentina	Catamarca	Andalgalá		Yunka Suma				1/23/2019				-27.3826	-65.984	30	WGS 84	1495			ex under rock	100% EtOH	RP Overson	under rock on roadside			Neivamyrmex
1237	ARG02-1	RPO#1259		ARG02-1	RPO#1308			South America	Argentina	Catamarca	Andalgalá		Buena Vista				1/23/2019				-27.511	-66.0273	30	WGS 84	1652			nest on ground	100% EtOH	RP Overson				
1238	ARG02-2	RPO#1260		ARG02-2	RPO#1309			South America	Argentina	Catamarca	Andalgalá		Buena Vista				1/23/2019				-27.511	-66.0273	30	WGS 84	1652			on ground	100% EtOH	RP Overson				
1239	ARG02-3	RPO#1261		ARG02-3	RPO#1310			South America	Argentina	Catamarca	Andalgalá		Buena Vista				1/23/2019				-27.511	-66.0273	30	WGS 84	1652			nest on ground	100% EtOH	RP Overson				
					RPO#1311		code no longer needed (generated as safety backup)																											
1240	ARG03-1	RPO#1262		ARG03-1	RPO#1312			South America	Argentina	Catamarca	Andalgalá		Ruta Provincial 48, 2.4 km S of Ruta Provincial 1				1/23/2019				-27.5606	-66.0382	30	WGS 84	1681			foraging trail	100% EtOH	RP Overson	Neivamyrmex foraging in disturbed field			
1241	ARG03-2	RPO#1263		ARG03-2	RPO#1313			South America	Argentina	Catamarca	Andalgalá		Ruta Provincial 48, 2.4 km S of Ruta Provincial 1				1/23/2019				-27.5606	-66.0382	30	WGS 84	1681			nest on ground	100% EtOH	RP Overson	Pogonomyrmex disturbed field			
1242	ARG03-3	RPO#1264		ARG03-3	RPO#1314			South America	Argentina	Catamarca	Andalgalá		Ruta Provincial 48, 2.4 km S of Ruta Provincial 1				1/23/2019				-27.5606	-66.0382	30	WGS 84	1681			nest on ground	100% EtOH	RP Overson	Leaf-cutter ant disturbed field			
1243	ARG04	RPO#1265		ARG04	RPO#1315			South America	Argentina	Catamarca	Andalgalá		Ruta Provincial 48, 11 km SE Andalgalá				1/23/2019				-27.6463	-66.2236	30	WGS 84	979			nest on ground	100% EtOH	RP Overson				
					RPO#1316		code no longer needed (generated as safety backup)																											
1244	ARG05-1	RPO#1266		ARG05-1	RPO#1317			South America	Argentina	Catamarca	Andalgalá	Andalgalá	Ruta Provincial 46, 3 km S Ruta Provincial 48				1/24/2019				-27.6336	-66.2995	30	WGS 84	948			nest on ground	100% EtOH	RP Overson				
1245	ARG05-2	RPO#1267		ARG05-2	RPO#1318			South America	Argentina	Catamarca	Andalgalá	Andalgalá	Ruta Provincial 46, 3 km S Ruta Provincial 48				1/24/2019				-27.6336	-66.2995	30	WGS 84	948			nest on ground	100% EtOH	RP Overson				
1246	ARG06	RPO#1268		ARG06	RPO#1319			South America	Argentina	Catamarca	Pomán		Ruta Nacional 60, 1.3 km E Ruta Provincial 46				1/24/2019				-28.6744	-66.4082	30	WGS 84	845			nest on ground	100% EtOH	RP Overson	On RN 60 1.3 km East of RP46			
					RPO#1320		code no longer needed (generated as safety backup)																											
1247	ARG07-1	RPO#1269		ARG07-1	RPO#1321			South America	Argentina	La Rioja	Arauco		Ruta Nacional 60, 2.7 km NW Aimogasta				1/24/2019				-28.5073	-66.8389	30	WGS 84	839			nest on ground	100% EtOH	RP Overson				
1248	ARG07-2	RPO#1270		ARG07-2	RPO#1322			South America	Argentina	La Rioja	Arauco		Ruta Nacional 60, 2.7 km NW Aimogasta				1/24/2019				-28.5073	-66.8389	30	WGS 84	839			nest on ground	100% EtOH	RP Overson				
					RPO#1323		code no longer needed (generated as safety backup)																											
1249	ARG08	RPO#1271		ARG08	RPO#1324			South America	Argentina	Catamarca	Belén		Ruta Nacional 40, 28 km North of Belén				1/24/2019				-27.4444	-66.9853	30	WGS 84	1561			nest on ground	100% EtOH	RP Overson				
1250	ARG09-1	RPO#1272		ARG09-1	RPO#1325			South America	Argentina	Catamarca	Belén		Ruta Provincial 36, 4 km Ruta Nacional 40				1/24/2019				-27.2478	-66.8928	30	WGS 84	1806				100% EtOH	RP Overson				
1251	ARG09-2	RPO#1273		ARG09-2	RPO#1326			South America	Argentina	Catamarca	Belén		Ruta Provincial 36, 4 km Ruta Nacional 40				1/24/2019				-27.2478	-66.8928	30	WGS 84	1806				100% EtOH	RP Overson				
1252	ARG09-3	RPO#1274		ARG09-3	RPO#1327			South America	Argentina	Catamarca	Belén		Ruta Provincial 36, 4 km Ruta Nacional 40				1/24/2019				-27.2478	-66.8928	30	WGS 84	1806				100% EtOH	RP Overson				
1253	ARG10-1	RPO#1275		ARG10-1	RPO#1328			South America	Argentina	Catamarca	Belén		Puerta de Corral Quemado				1/24/2019				-27.2288	-66.9385	30	WGS 84	1893				100% EtOH	RP Overson				
1254	ARG10-2	RPO#1276		ARG10-2	RPO#1329			South America	Argentina	Catamarca	Belén		Puerta de Corral Quemado				1/24/2019				-27.2288	-66.9385	30	WGS 84	1893				100% EtOH	RP Overson				
1255	ARG11	RPO#1277		ARG11	RPO#1330			South America	Argentina	Catamarca	Belén		Ruta Provincial 43, 42 km N of Villa Vil				1/26/2019				-26.7946	-66.7872	30	WGS 84	3199			nest on ground	100% EtOH	RP Overson				
